Date,Store_ID,Category,Sub_Category,Product_Name,Product_ID,Region,Inventory_Level,Units_Sold,Units_Ordered,Demand_Forecast,Price,Discount,Weather_Condition,Holiday_Promotion,Competitor_Pricing,Seasonality
2023-01-23,S006,HOME IMPROVEMENT,Paint & Finishes,Interior Wall Paint,P0019,South,2318,5,164,5.78,52.13,5,Sunny,0,55.73,Winter
2023-01-23,S010,HOME IMPROVEMENT,Hand Tools,Adjustable Wrench,P0040,East,1086,68,62,60.92,95.31,10,Sunny,0,89.92,Winter
2023-01-14,S010,FOOD & GROCERIES,Fresh Produce,Tomatoes,P0025,South,514,69,61,73.63,57.12,0,Rainy,0,55.1,Winter
2023-01-31,S007,FOOD & GROCERIES,Dairy & Eggs,Brown Eggs,P0041,South,298,56,140,57.67,13.79,5,Snowy,0,12.74,Winter
2023-01-19,S004,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Gel Pen,P0018,South,850,56,31,50.89,92.11,10,Snowy,0,94.2,Winter
2023-01-04,S009,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Gel Pen,P0018,West,1441,69,74,65.3,80.59,10,Sunny,0,80.34,Winter
2023-01-25,S009,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,Spiral Notebook,P0014,West,1032,62,178,73.93,61.53,0,Cloudy,0,64.99,Winter
2023-01-15,S009,FOOD & GROCERIES,Fresh Produce,Carrots,P0029,East,575,6,23,5.4,26.85,10,Cloudy,0,24.8,Winter
2023-01-21,S006,HOME IMPROVEMENT,Hand Tools,Adjustable Wrench,P0040,East,632,35,171,34.64,83.97,5,Sunny,0,86.81,Winter
2023-01-29,S010,KITCHEN,Small Appliances,Electric Kettle,P0013,East,696,58,90,63.51,83.84,0,Sunny,0,86.04,Winter
2023-01-04,S005,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Gel Pen,P0018,East,1193,39,184,45.54,31.68,0,Sunny,0,29.05,Winter
2023-01-15,S002,HOME IMPROVEMENT,Paint & Finishes,Exterior Paint,P0003,East,1628,44,23,42.82,53.87,0,Snowy,0,57.43,Winter
2023-01-02,S003,AUTOMOTIVE,Engine Parts,Engine Oil,P0001,West,1939,94,86,94.31,33.97,0,Sunny,1,31.45,Winter
2023-01-22,S002,FOOD & GROCERIES,Dairy & Eggs,Greek Yogurt,P0038,East,508,26,180,21.09,17.24,0,Snowy,0,17.7,Winter
2023-01-03,S008,KITCHEN,Cookware,Non-stick Pan,P0035,West,1247,45,66,37.37,45.47,0,Sunny,0,47.18,Winter
2023-01-19,S003,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Gel Pen,P0018,West,1004,88,161,72.36,92.16,15,Sunny,0,85.16,Winter
2023-01-17,S007,AUTOMOTIVE,Engine Parts,Oil Filter,P0006,South,1606,49,115,44.14,55.61,0,Snowy,0,54.67,Winter
2023-01-12,S003,HOME IMPROVEMENT,Hand Tools,Hammer,P0023,South,778,9,49,8.45,43.75,5,Cloudy,0,41.74,Winter
2023-01-06,S008,HOME IMPROVEMENT,Paint & Finishes,Interior Wall Paint,P0019,West,1436,70,186,71.46,64.93,10,Sunny,0,70.47,Winter
2023-01-19,S010,BOOKS & MEDIA,Physical Books,Fiction Novel,P0021,East,979,76,88,86.72,77.97,20,Sunny,0,76.87,Winter
2023-01-28,S005,KITCHEN,Small Appliances,Electric Kettle,P0013,North,416,35,148,28.93,28.09,0,Sunny,1,28.51,Winter
2023-01-05,S005,KITCHEN,Small Appliances,Electric Kettle,P0013,North,419,31,34,26.92,89.32,5,Cloudy,0,91.19,Winter
2023-01-31,S008,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,A4 Notebook,P0031,East,1739,92,1,92.47,90.36,15,Cloudy,1,97.41,Winter
2023-01-25,S010,AUTOMOTIVE,Engine Parts,Oil Filter,P0006,West,773,30,175,31.4,75.38,20,Cloudy,0,78.04,Winter
2023-01-07,S004,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,A4 Notebook,P0031,East,1615,57,24,49.94,63.64,15,Sunny,0,64.98,Winter
2023-01-22,S001,AUTOMOTIVE,Tires & Wheels,All-Season Tire,P0037,North,1251,70,68,62.19,28.69,0,Rainy,0,27.86,Winter
2023-01-27,S007,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,A4 Notebook,P0031,South,1383,32,45,32.05,97.87,10,Cloudy,0,96.74,Winter
2023-01-04,S006,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Ballpoint Pen,P0026,West,1413,20,3,20.92,18.12,5,Cloudy,0,17.89,Winter
2023-01-31,S009,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Pencil Pack,P0011,North,597,71,25,64.36,59.66,0,Sunny,0,57.23,Winter
2023-01-21,S006,FOOD & GROCERIES,Fresh Produce,Potatoes,P0036,East,529,37,108,42.03,14.93,20,Snowy,0,16.06,Winter
2023-01-21,S006,HOME IMPROVEMENT,Hand Tools,Screwdriver Set,P0015,South,1306,81,114,96.77,59.75,15,Sunny,0,60.77,Winter
2023-01-25,S002,HOME IMPROVEMENT,Hand Tools,Hammer,P0023,West,957,50,183,58.22,71.02,10,Sunny,1,69.18,Winter
2023-01-10,S010,HOME IMPROVEMENT,Paint & Finishes,Exterior Paint,P0003,West,1301,9,181,8.65,23.0,0,Rainy,0,24.48,Winter
2023-01-14,S008,FOOD & GROCERIES,Dairy & Eggs,Whole Milk,P0020,East,298,11,6,13.01,49.96,10,Sunny,0,48.9,Winter
2023-01-24,S006,FOOD & GROCERIES,Fresh Produce,Apples,P0027,North,275,74,199,83.12,10.59,15,Sunny,0,10.42,Winter
2023-01-08,S002,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,A4 Notebook,P0031,West,1430,39,172,33.07,12.73,10,Sunny,0,12.19,Winter
2023-01-10,S002,BOOKS & MEDIA,Music CDs & Vinyl Records,Classical Vinyl Record,P0005,South,1136,39,5,44.27,17.0,0,Cloudy,1,15.98,Winter
2023-01-09,S001,BOOKS & MEDIA,Physical Books,Fiction Novel,P0021,East,1141,34,84,36.0,81.65,0,Snowy,0,80.94,Winter
2023-01-01,S010,KITCHEN,Cookware,Non-stick Pan,P0035,East,1528,62,28,66.97,97.0,20,Sunny,0,90.99,Winter
2023-01-27,S005,BOOKS & MEDIA,Music CDs & Vinyl Records,Rock Music CD,P0009,South,972,79,130,73.69,44.26,10,Sunny,0,48.13,Winter
2023-01-03,S003,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Gel Pen,P0018,South,1159,35,190,32.75,10.18,0,Sunny,0,9.79,Winter
2023-01-03,S003,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,Spiral Notebook,P0014,East,1250,10,178,11.31,41.49,10,Rainy,0,44.3,Winter
2023-01-12,S009,HOME IMPROVEMENT,Hand Tools,Adjustable Wrench,P0040,South,1369,66,188,75.12,99.44,5,Sunny,0,93.03,Winter
2023-01-17,S002,FOOD & GROCERIES,Fresh Produce,Oranges,P0043,West,195,65,15,53.57,46.95,0,Cloudy,1,44.74,Winter
2023-01-18,S001,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Gel Pen,P0018,South,789,24,27,26.46,41.97,20,Sunny,0,46.02,Winter
2023-01-26,S004,BOOKS & MEDIA,Music CDs & Vinyl Records,Rock Music CD,P0009,West,1191,68,58,75.12,46.79,10,Sunny,0,50.73,Winter
2023-01-23,S003,FOOD & GROCERIES,Bakery & Bread,Wheat Bread,P0012,East,1247,88,180,93.62,80.17,15,Cloudy,1,75.6,Winter
2023-01-15,S002,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,A4 Notebook,P0031,East,1383,78,31,64.3,33.93,5,Sunny,0,35.96,Winter
2023-01-09,S002,BOOKS & MEDIA,Physical Books,Self-Help Book,P0028,North,859,78,190,83.32,70.21,20,Sunny,0,74.58,Winter
2023-01-25,S010,FOOD & GROCERIES,Bakery & Bread,Croissants,P0030,East,540,20,106,23.45,19.08,5,Sunny,1,19.47,Winter
2023-01-06,S006,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,Spiral Notebook,P0014,East,1792,78,154,76.97,62.43,0,Cloudy,0,60.13,Winter
2023-01-30,S003,FOOD & GROCERIES,Dairy & Eggs,Greek Yogurt,P0038,East,405,19,156,19.49,25.53,0,Cloudy,1,27.74,Winter
2023-01-10,S007,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Gel Pen,P0018,West,1605,48,141,42.7,34.71,15,Cloudy,0,33.81,Winter
2023-01-09,S003,AUTOMOTIVE,Tires & Wheels,Steel Wheel Rim,P0007,West,1112,48,63,51.53,12.74,5,Cloudy,0,13.32,Winter
2023-01-12,S007,HOME IMPROVEMENT,Hand Tools,Adjustable Wrench,P0040,West,1568,13,146,13.04,89.2,0,Cloudy,0,86.12,Winter
2023-01-28,S007,FOOD & GROCERIES,Dairy & Eggs,Whole Milk,P0020,South,220,55,59,59.8,78.78,15,Sunny,0,71.17,Winter
2023-01-15,S002,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Ballpoint Pen,P0026,North,1083,43,153,43.66,46.88,0,Sunny,0,44.99,Winter
2023-01-13,S009,HOME IMPROVEMENT,Paint & Finishes,Exterior Paint,P0003,West,1118,73,61,84.75,99.65,0,Sunny,0,105.87,Winter
2023-01-22,S010,KITCHEN,Small Appliances,Drip Coffee Maker,P0033,North,745,59,8,68.7,47.75,0,Snowy,0,43.5,Winter
2023-01-16,S005,KITCHEN,Cookware,Saucepan,P0008,East,1129,63,35,66.74,74.4,20,Rainy,0,67.17,Winter
2023-01-26,S010,HOME IMPROVEMENT,Hand Tools,Adjustable Wrench,P0040,North,1099,30,43,28.92,89.96,0,Sunny,0,92.24,Winter
2023-01-24,S009,BOOKS & MEDIA,Physical Books,Business Book,P0016,West,971,43,194,47.45,91.12,0,Rainy,0,89.31,Winter
2023-01-01,S009,AUTOMOTIVE,Engine Parts,Engine Oil,P0001,East,1213,42,188,44.18,87.28,0,Snowy,0,87.02,Winter
2023-01-27,S008,FOOD & GROCERIES,Bakery & Bread,Croissants,P0030,South,905,23,154,24.99,91.51,10,Sunny,1,90.48,Winter
2023-01-28,S007,BOOKS & MEDIA,Physical Books,Fiction Novel,P0021,South,1834,9,174,10.48,95.85,5,Rainy,0,103.89,Winter
2023-01-01,S005,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,Spiral Notebook,P0014,North,1258,95,59,111.43,89.13,15,Cloudy,0,95.94,Winter
2023-01-11,S009,KITCHEN,Cookware,Pressure Cooker,P0034,North,1086,35,22,34.43,64.97,20,Sunny,1,67.63,Winter
2023-01-17,S002,BOOKS & MEDIA,Music CDs & Vinyl Records,Classical Vinyl Record,P0005,North,1281,0,145,0.0,73.89,5,Sunny,1,77.79,Winter
2023-01-03,S002,BOOKS & MEDIA,Physical Books,Self-Help Book,P0028,North,841,114,96,113.13,10.57,10,Cloudy,1,10.2,Winter
2023-01-01,S008,AUTOMOTIVE,Engine Parts,Engine Oil,P0001,North,1103,56,164,55.87,78.9,10,Sunny,0,72.13,Winter
2023-01-23,S010,BOOKS & MEDIA,Physical Books,Business Book,P0016,East,1004,81,108,90.64,16.63,10,Rainy,0,16.63,Winter
2023-01-04,S006,BOOKS & MEDIA,Music CDs & Vinyl Records,Rock Music CD,P0009,West,1416,54,82,62.64,37.07,5,Cloudy,0,39.95,Winter
2023-01-26,S007,FOOD & GROCERIES,Dairy & Eggs,Brown Eggs,P0041,North,296,39,37,43.17,22.49,5,Sunny,0,24.57,Winter
2023-01-12,S010,AUTOMOTIVE,Tires & Wheels,Steel Wheel Rim,P0007,West,1634,11,44,11.01,93.48,10,Rainy,0,91.62,Winter
2023-01-13,S004,FOOD & GROCERIES,Dairy & Eggs,Whole Milk,P0020,West,637,82,123,67.0,59.65,5,Sunny,0,57.32,Winter
2023-01-17,S002,FOOD & GROCERIES,Fresh Produce,Potatoes,P0036,North,504,75,3,87.93,69.25,5,Rainy,0,69.36,Winter
2023-01-12,S003,AUTOMOTIVE,Engine Parts,Spark Plug,P0022,East,979,57,59,66.59,12.21,5,Snowy,1,13.29,Winter
2023-01-15,S004,FOOD & GROCERIES,Fresh Produce,Onions,P0044,South,803,89,195,91.14,96.82,5,Cloudy,1,92.02,Winter
2023-01-12,S002,KITCHEN,Cookware,Saucepan,P0008,South,1481,56,163,63.42,73.26,15,Rainy,0,69.34,Winter
2023-01-22,S005,BOOKS & MEDIA,Physical Books,Self-Help Book,P0028,West,1429,72,68,71.57,23.23,20,Sunny,0,21.88,Winter
2023-01-28,S005,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,A4 Notebook,P0031,East,1267,48,125,49.85,85.26,15,Sunny,0,77.16,Winter
2023-01-06,S007,AUTOMOTIVE,Engine Parts,Engine Oil,P0001,West,564,25,155,25.2,23.94,10,Sunny,1,24.98,Winter
2023-01-26,S006,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Pencil Pack,P0011,South,1006,43,45,43.58,66.2,15,Snowy,0,68.85,Winter
2023-01-10,S006,AUTOMOTIVE,Engine Parts,Oil Filter,P0006,North,1084,18,23,16.66,18.45,10,Sunny,0,18.51,Winter
2023-01-14,S003,KITCHEN,Small Appliances,Electric Kettle,P0013,South,1520,40,70,43.51,65.38,20,Rainy,0,66.88,Winter
2023-01-31,S001,FOOD & GROCERIES,Dairy & Eggs,Skim Milk,P0017,East,583,26,174,27.05,76.35,10,Cloudy,1,80.96,Winter
2023-01-13,S006,AUTOMOTIVE,Tires & Wheels,All-Season Tire,P0037,West,1552,50,131,57.36,51.9,5,Rainy,0,47.51,Winter
2023-01-02,S010,AUTOMOTIVE,Engine Parts,Spark Plug,P0022,North,1199,97,92,87.46,73.33,10,Snowy,1,76.81,Winter
2023-01-08,S009,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,A4 Notebook,P0031,West,943,53,80,43.85,26.62,0,Sunny,0,24.3,Winter
2023-01-09,S007,KITCHEN,Cookware,Pressure Cooker,P0034,North,1453,36,151,36.69,42.05,10,Cloudy,0,42.42,Winter
2023-01-07,S003,KITCHEN,Small Appliances,Mixer Grinder,P0004,South,548,45,64,50.73,33.49,15,Sunny,0,30.39,Winter
2023-01-31,S007,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,A4 Notebook,P0031,West,1416,57,90,51.03,13.95,10,Sunny,0,14.54,Winter
2023-01-30,S009,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Ballpoint Pen,P0026,North,1146,4,43,3.72,14.07,5,Sunny,0,13.93,Winter
2023-01-21,S010,BOOKS & MEDIA,Music CDs & Vinyl Records,Classical Vinyl Record,P0005,North,1796,73,129,86.73,98.06,0,Cloudy,0,104.43,Winter
2023-01-05,S003,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Gel Pen,P0018,East,1248,36,125,31.26,37.36,0,Sunny,1,38.14,Winter
2023-01-22,S004,AUTOMOTIVE,Tires & Wheels,All-Season Tire,P0037,South,1278,62,91,58.1,73.58,0,Cloudy,0,66.29,Winter
2023-01-12,S010,KITCHEN,Small Appliances,Electric Kettle,P0013,West,697,7,8,5.84,25.49,15,Rainy,0,23.17,Winter
2023-01-13,S008,BOOKS & MEDIA,Music CDs & Vinyl Records,Rock Music CD,P0009,South,1356,82,29,68.61,55.96,10,Rainy,0,55.21,Winter
2023-01-04,S001,KITCHEN,Cookware,Pressure Cooker,P0034,East,580,52,5,57.03,44.77,20,Cloudy,0,45.95,Winter
2023-01-01,S003,HOME IMPROVEMENT,Paint & Finishes,Interior Wall Paint,P0019,North,2069,7,127,7.51,54.91,10,Cloudy,0,53.0,Winter
2023-01-20,S007,HOME IMPROVEMENT,Hand Tools,Adjustable Wrench,P0040,South,1626,26,84,20.93,31.99,15,Sunny,0,31.29,Winter
2023-01-16,S004,KITCHEN,Small Appliances,Drip Coffee Maker,P0033,East,1186,31,23,31.29,36.6,5,Sunny,0,40.1,Winter
2023-01-27,S005,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Ballpoint Pen,P0026,South,1923,82,119,71.72,27.3,5,Cloudy,0,25.05,Winter
2023-01-25,S002,KITCHEN,Small Appliances,Mixer Grinder,P0004,North,1276,23,138,18.73,34.75,0,Snowy,0,34.95,Winter
2023-01-10,S010,BOOKS & MEDIA,Music CDs & Vinyl Records,Rock Music CD,P0009,North,901,56,85,64.46,21.01,0,Rainy,0,22.37,Winter
2023-01-09,S004,BOOKS & MEDIA,Music CDs & Vinyl Records,Classical Vinyl Record,P0005,South,1816,30,187,30.68,74.35,5,Cloudy,1,74.12,Winter
2023-01-13,S004,HOME IMPROVEMENT,Paint & Finishes,Exterior Paint,P0003,South,737,83,192,96.82,13.2,10,Rainy,1,11.93,Winter
2023-01-07,S010,KITCHEN,Small Appliances,Drip Coffee Maker,P0033,South,868,73,196,64.79,74.12,0,Cloudy,0,79.53,Winter
2023-01-29,S001,BOOKS & MEDIA,Physical Books,Self-Help Book,P0028,South,1278,53,166,60.17,23.28,15,Cloudy,0,25.07,Winter
2023-01-21,S005,BOOKS & MEDIA,Music CDs & Vinyl Records,Rock Music CD,P0009,East,913,78,19,91.4,10.72,0,Sunny,0,11.09,Winter
2023-01-19,S001,KITCHEN,Small Appliances,Drip Coffee Maker,P0033,East,832,18,3,16.37,29.51,15,Rainy,0,28.26,Winter
2023-01-17,S008,HOME IMPROVEMENT,Hand Tools,Hammer,P0023,South,715,26,67,25.66,25.06,0,Cloudy,0,22.66,Winter
2023-01-14,S004,AUTOMOTIVE,Tires & Wheels,Steel Wheel Rim,P0007,West,1668,51,173,48.3,64.37,0,Sunny,0,68.2,Winter
2023-01-09,S008,BOOKS & MEDIA,Physical Books,Business Book,P0016,East,1059,70,161,76.93,78.84,5,Rainy,0,82.96,Winter
2023-01-06,S001,BOOKS & MEDIA,Physical Books,Fiction Novel,P0021,North,1135,19,13,18.41,29.78,20,Cloudy,0,31.37,Winter
2023-01-23,S010,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Gel Pen,P0018,South,1500,49,172,44.83,39.0,10,Sunny,0,41.82,Winter
2023-01-20,S007,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,Spiral Notebook,P0014,West,1791,50,165,42.83,81.91,0,Cloudy,0,78.84,Winter
2023-01-14,S007,KITCHEN,Small Appliances,Mixer Grinder,P0004,North,1491,82,153,90.79,37.83,10,Sunny,0,38.77,Winter
2023-01-18,S005,FOOD & GROCERIES,Bakery & Bread,Croissants,P0030,South,421,39,57,38.06,13.62,5,Rainy,0,13.54,Winter
2023-01-08,S002,BOOKS & MEDIA,Music CDs & Vinyl Records,Classical Vinyl Record,P0005,East,1296,21,36,18.12,63.67,10,Rainy,0,58.16,Winter
2023-01-30,S007,AUTOMOTIVE,Tires & Wheels,Steel Wheel Rim,P0007,North,1259,5,178,5.04,20.17,5,Cloudy,0,20.56,Winter
2023-01-21,S010,AUTOMOTIVE,Tires & Wheels,Steel Wheel Rim,P0007,North,1789,16,171,19.05,94.36,10,Snowy,0,103.12,Winter
2023-01-20,S003,FOOD & GROCERIES,Bakery & Bread,White Bread,P0002,West,408,47,146,37.89,81.61,20,Sunny,0,86.14,Winter
2023-01-12,S008,KITCHEN,Cookware,Non-stick Pan,P0035,East,1308,33,94,30.85,38.46,10,Cloudy,0,36.04,Winter
2023-01-23,S008,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,A4 Notebook,P0031,South,1714,33,8,30.0,13.07,20,Rainy,0,12.82,Winter
2023-01-03,S004,BOOKS & MEDIA,Physical Books,Self-Help Book,P0028,West,641,74,146,87.02,37.54,15,Snowy,0,38.5,Winter
2023-01-24,S007,BOOKS & MEDIA,Music CDs & Vinyl Records,Classical Vinyl Record,P0005,North,2425,62,93,64.38,90.96,0,Cloudy,0,90.44,Winter
2023-01-13,S010,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Pencil Pack,P0011,South,947,87,170,73.33,32.86,20,Cloudy,0,31.83,Winter
2023-01-19,S006,AUTOMOTIVE,Tires & Wheels,Steel Wheel Rim,P0007,South,1618,67,49,63.27,14.65,0,Cloudy,0,14.79,Winter
2023-01-01,S007,KITCHEN,Small Appliances,Electric Kettle,P0013,South,1463,67,70,56.98,20.86,5,Sunny,0,20.79,Winter
2023-01-23,S007,KITCHEN,Cookware,Saucepan,P0008,South,1050,61,143,71.86,75.0,5,Rainy,0,75.62,Winter
2023-01-10,S002,FOOD & GROCERIES,Dairy & Eggs,Whole Milk,P0020,South,445,44,70,40.59,72.67,0,Sunny,0,65.77,Winter
2023-01-25,S007,HOME IMPROVEMENT,Hand Tools,Hammer,P0023,South,736,18,0,15.22,19.24,10,Sunny,0,17.51,Winter
2023-01-22,S009,FOOD & GROCERIES,Fresh Produce,Apples,P0027,West,732,7,11,7.34,95.5,5,Cloudy,0,86.55,Winter
2023-01-05,S006,FOOD & GROCERIES,Bakery & Bread,Croissants,P0030,South,994,24,125,19.59,74.47,0,Cloudy,0,81.07,Winter
2023-01-19,S003,KITCHEN,Cookware,Saucepan,P0008,West,1191,45,136,51.58,91.34,10,Sunny,0,96.43,Winter
2023-01-15,S009,FOOD & GROCERIES,Fresh Produce,Tomatoes,P0025,East,332,13,2,14.28,29.01,5,Sunny,1,29.99,Winter
2023-01-20,S005,FOOD & GROCERIES,Bakery & Bread,Wheat Bread,P0012,East,728,79,151,92.23,65.88,5,Sunny,0,64.38,Winter
2023-01-15,S007,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Ballpoint Pen,P0026,North,1080,69,100,73.7,29.51,20,Cloudy,0,29.13,Winter
2023-01-11,S009,KITCHEN,Small Appliances,Mixer Grinder,P0004,South,686,63,38,57.78,56.77,10,Snowy,0,54.53,Winter
2023-01-03,S007,BOOKS & MEDIA,Physical Books,Self-Help Book,P0028,South,1575,47,177,47.19,36.4,0,Cloudy,0,34.02,Winter
2023-01-26,S002,FOOD & GROCERIES,Dairy & Eggs,Greek Yogurt,P0038,West,663,41,196,37.85,26.04,0,Sunny,0,24.67,Winter
2023-01-02,S003,AUTOMOTIVE,Engine Parts,Engine Oil,P0001,West,1970,12,43,11.93,36.62,5,Sunny,0,39.77,Winter
2023-01-22,S003,KITCHEN,Cookware,Non-stick Pan,P0035,North,1967,7,3,7.41,68.4,10,Sunny,0,66.82,Winter
2023-01-03,S004,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,A4 Notebook,P0031,West,1635,72,92,61.41,58.42,10,Sunny,0,60.57,Winter
2023-01-30,S001,KITCHEN,Cookware,Saucepan,P0008,South,943,32,101,32.16,43.17,0,Sunny,1,43.77,Winter
2023-01-11,S002,HOME IMPROVEMENT,Paint & Finishes,Interior Wall Paint,P0019,North,1280,0,2,0.0,20.12,10,Rainy,0,18.33,Winter
2023-01-24,S001,AUTOMOTIVE,Engine Parts,Spark Plug,P0022,South,1025,15,5,12.99,17.43,5,Snowy,0,17.66,Winter
2023-01-10,S009,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Gel Pen,P0018,South,1529,83,171,70.82,70.89,0,Cloudy,1,65.66,Winter
2023-01-07,S010,FOOD & GROCERIES,Bakery & Bread,Croissants,P0030,South,498,79,37,89.41,18.16,15,Sunny,0,17.7,Winter
2023-01-27,S002,KITCHEN,Cookware,Non-stick Pan,P0035,West,997,37,59,41.4,51.86,10,Rainy,0,51.16,Winter
2023-01-11,S004,FOOD & GROCERIES,Fresh Produce,Bananas,P0024,North,506,43,152,46.15,76.1,5,Cloudy,0,75.47,Winter
2023-01-22,S006,FOOD & GROCERIES,Bakery & Bread,Croissants,P0030,West,986,55,47,52.21,20.01,5,Snowy,0,19.72,Winter
2023-01-22,S004,FOOD & GROCERIES,Bakery & Bread,Wheat Bread,P0012,West,418,37,118,43.92,35.12,15,Sunny,0,36.33,Winter
2023-01-05,S004,AUTOMOTIVE,Tires & Wheels,All-Season Tire,P0037,West,1265,52,39,48.23,29.72,15,Cloudy,0,27.24,Winter
2023-01-31,S008,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Ballpoint Pen,P0026,West,1016,75,125,81.79,58.59,0,Rainy,1,58.05,Winter
2023-01-10,S001,KITCHEN,Cookware,Pressure Cooker,P0034,North,606,46,72,46.24,77.25,0,Sunny,0,73.09,Winter
2023-01-03,S004,HOME IMPROVEMENT,Hand Tools,Screwdriver Set,P0015,West,972,24,50,19.25,16.36,0,Sunny,0,15.83,Winter
2023-01-07,S004,BOOKS & MEDIA,Physical Books,Fiction Novel,P0021,South,832,9,8,8.49,18.4,5,Rainy,0,19.24,Winter
2023-01-16,S008,BOOKS & MEDIA,Physical Books,Business Book,P0016,West,1191,10,142,10.78,49.97,0,Sunny,0,53.85,Winter
2023-01-30,S001,AUTOMOTIVE,Tires & Wheels,All-Season Tire,P0037,North,1264,12,25,13.17,29.92,10,Rainy,0,32.27,Winter
2023-01-28,S010,KITCHEN,Cookware,Non-stick Pan,P0035,West,1485,86,43,82.63,84.1,0,Sunny,0,83.27,Winter
2023-01-09,S010,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Gel Pen,P0018,South,1602,53,155,42.45,62.1,5,Cloudy,0,56.48,Winter
2023-01-25,S004,KITCHEN,Small Appliances,Mixer Grinder,P0004,West,1106,84,68,96.0,10.19,20,Snowy,0,10.18,Winter
2023-01-31,S005,AUTOMOTIVE,Engine Parts,Spark Plug,P0022,South,713,25,15,21.77,88.4,5,Snowy,0,96.33,Winter
2023-01-01,S010,FOOD & GROCERIES,Dairy & Eggs,Butter,P0042,West,228,18,71,15.98,18.85,0,Snowy,0,20.35,Winter
2023-01-02,S001,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,Spiral Notebook,P0014,East,1564,72,80,64.67,38.94,0,Sunny,0,37.81,Winter
2023-01-03,S004,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,A4 Notebook,P0031,West,1715,75,155,62.88,67.19,20,Snowy,0,62.88,Winter
2023-01-31,S010,BOOKS & MEDIA,Physical Books,Self-Help Book,P0028,North,822,72,29,72.21,36.5,20,Rainy,0,35.81,Winter
2023-01-11,S008,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,Spiral Notebook,P0014,South,1138,19,45,22.45,93.96,15,Sunny,0,87.23,Winter
2023-01-26,S009,KITCHEN,Cookware,Non-stick Pan,P0035,North,876,64,30,61.95,61.03,5,Sunny,0,56.47,Winter
2023-01-20,S008,KITCHEN,Small Appliances,Drip Coffee Maker,P0033,North,816,47,80,52.24,15.1,5,Cloudy,0,14.66,Winter
2023-01-08,S005,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Ballpoint Pen,P0026,South,1982,56,115,59.45,69.18,0,Snowy,0,70.16,Winter
2023-01-23,S005,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Gel Pen,P0018,North,1183,20,10,20.84,33.94,0,Sunny,0,30.81,Winter
2023-01-05,S010,AUTOMOTIVE,Tires & Wheels,All-Season Tire,P0037,West,1084,77,63,83.85,74.03,10,Sunny,0,81.0,Winter
2023-01-03,S007,KITCHEN,Small Appliances,Electric Kettle,P0013,South,1521,21,79,16.91,39.92,0,Sunny,0,36.73,Winter
2023-01-28,S010,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Pencil Pack,P0011,West,1104,15,172,16.57,78.59,0,Cloudy,0,79.98,Winter
2023-01-12,S008,BOOKS & MEDIA,Music CDs & Vinyl Records,Rock Music CD,P0009,East,1450,74,168,76.55,39.79,5,Rainy,0,41.44,Winter
2023-01-22,S006,KITCHEN,Small Appliances,Electric Kettle,P0013,West,1378,61,70,61.79,28.18,5,Snowy,0,30.35,Winter
2023-01-08,S006,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,A4 Notebook,P0031,South,1244,0,129,0.0,74.58,0,Sunny,0,73.21,Winter
